category/name/pt-BR,title/pt-BR,body/pt-BR
Minas e Energia,Construção de usinas hidrelétricas de pequeno porte para comunidades rurais distantes,"As comunidades ribeirinhas da Amazônia ainda padecem pela falta de energia elétrica. Esse problema poderia ser minimizado pela construção de pequenas usinas hidrelétricas de baixo impacto ambiental que possibilitem o fornecimento de energia elétrica para as comunidades remotas.

Há tecnologias de relativo baixo custo e de baixo impacto ambiental que poderiam aproveitar os pequenos mananciais para gerar energia de baixo custo ou até mesmo gratuitamente para essas populações, promovendo bem-estar."
Transportes,Otimização de recursos orçamentários na construção e recuperação  das rodovias na região da Amazônia ,"Efetivação de investimentos duradouros nas rodovias em áreas de floresta, BR 364 etc, onde o solo é argiloso e humoso, pela implantação de tecnologias de sustentação central e lateral com pavimentação híbrida de concreto e ferragens, com sapatas proporcionais ao trânsito de cargas, distribuídas ao longo das estradas, sustentadas por vigamentos no centro e nas laterais com possibilidade de revestimento asfáltico que garanta durabilidade mais extensiva da pavimentação com economia de recursos"
Previdência Social,Valorização dos Conselheiros do CRPS -Aumento Jeton a ser calculado sobre CCE 1.07,"Conforme Portaria mpt 653 /2022. o Jeton é calculado em 1/50 avos sobre o jeton do presidente de sua unidade julgadora e não podia ultrapassar o dobro do que o presidente tem direito. condicionar a remuneração do Conselheiro ao valor recebido pelo respectivo presidente é parâmetro que sempre estará defasado, já que a remuneração dos mesmos é fixa, a depender do CCE ; Assim, é imperiosa alteração do cálculo do jeton sobre CCE 1.07"
"Ciência, Tecnologia e Inovação",Polo Tecnológico em Bioeconomia,"Este projeto tem como objetivo geral implantar, no estado do Acre, um Polo Tecnológico em bioeconomia, que tenha como finalidade aglutinar o máximo de pesquisadores e cientistas dessa área em um só lugar, de modo a descobrir todo o potencial existente em nossas florestas e assim, contribuir para o surgimento de industrias na área dos fármacos, cosméticos e alimentos tornando o Acre uma potência mundial em bioeconomia, inovação tecnológica e desenvolvimento sustentável."
Educação,Criação de uma comissão nacional para discutir Ensino Médio e a Educação Profissional,"Precisa de haver uma discussão nacional sobre o Ensino Médio e a Educação Profissional.
Que o CNE possa criar subcomissões com professores, jovens e profissionais da educação e discutir a função do ensino médio."
Saúde,Convenio Nacional do SUS,"1ª Parte o governo federal credencia médicos e clinicas para atuar como rede credenciada do SUS
2ª Cria uma tabela de preços com uma remuneração justa ao médico.
3ª Parte portal nacional com todos os médicos credenciados, que o cidadão escolhe a especialidade que foi indicada pela UBS e o médico da família.
4ª Para auxiliar no financiamento desta rede o cidadão que ganha acima de 1,5 salario contribui R$ 2,00, quem recebe de 1,5 a 5 salários contribui com R$ 5,00
É só um começo!"
Educação,Educação Presente,"Todo e qualquer estudante de Universidades Estaduais e Federais prestarão serviços aos municípios onde se localizam as universidades, a partir do 3ºano; podendo se estender para municípios vizinhos, supervisionados por seu mentor (um professor por curso) para atender à população,  de acordo com a sua especialidade e necessidade da população local. A prestação de serviço, deverá servir como estágio e deve ter uma remuneração própria de  estágio, financiado pela União."
Direitos Humanos e Cidadania,Criminalização do Comunismo,"O comunismo, infelizmente, deixou um legado marcado por pontos negativos e tragédias humanas. Estima-se que o comunismo tenha causado a morte de mais de 100 milhões de pessoas ao longo da história. Essas mortes foram resultado da repressão política, fome, execuções e regimes totalitários. Além disso, o comunismo tende a suprimir a liberdade individual, inibir o empreendedorismo e a inovação, centralizar o poder nas mãos de poucos e resultar em escassez e baixa qualidade de produtos e serviços."
Controladoria-Geral da União,Monitoramento de Políticas Públicas,Criação de portal de dados governamentais abertos e didáticos sobre políticas públicas com indicadores e metas para acompanhamento dos cidadãos e link para projetos em execução nos municípios para controle social.
Transportes,Destinação de IPVA para construção de ferrovias e hidrovias.,O transporte rodoviário é ultrapassado e exige custo demasiado para transporte de carga. O investimento em infraestrutura de transporte é essencial para o desenvolvimento nacional. A transferência dos recursos do IPVA para esses modais deve servir como programa de transição.
Integração e Desenvolvimento Regional,Descentralização dos recursos aos municípios,"O governo federal centraliza a forma de aplicação de recursos provenientes de impostos, mas não tem capacidade para controle e gestão dos recursos na ponta, nos municípios, onde os recursos se transformam em políticas públicas. Os recursos devem ser melhor empregados de acordo com as necessidades locais, com capacitação local e desenvolvimento onde é necessário, e não com burocratas e intermediários."
,Política P´ública de Saúde e Prevenção nas Escolas,"Tornar o Programa Saúde e Prevenção nas Escolas uma Política Pública intersetorial (Saúde, Educação, Direitos Humanos e das Cidadanias, dentre outros que possam igualmente colaborar) para garantir aos/as estudantes, a partir do ensino médio, conhecimento sobre o SUS, saúde sexual, sexualidade e reprodução, práticas de autocuidado com a saúde e direitos humanos básicos para o exercício democrático da cidadania, como grade curricular de formação."
Defesa,Equiparação do Quadro Especial de Sargentos da Aeronáutica (QESA) com o Quadro de Taifeiros da Aeronáutica (QTA).,"Submeter projeto de Lei para corrigir injustiças com Cabos e Sargentos da Aeronáutica, militares da Ativa, inativos e pensionistas da Força Aérea Brasileira.
Esta medida de tratamento equânime, com igualdade de oportunidades para as carreiras de Cabos e Sargentos, integrantes de um mesmo círculo hierárquico em isonomia com o Quadro de Taifeiros (QTA) que teve sua situação corrigida pelo Presidente Luiz Inácio Lula da Silva com a Lei nº 12.158/2009."
Desenvolvimento Agrário e Agricultura Familiar,Criação de entorno Favorável a agricultura em áreas urbanas e Periurbanas de regiões metropolitanas ,"Ações regionalizadas de modo a criar um entorno favorável a Agricultura em áreas urbanas e periurbanas de regiões metropolitanas, com investimento de recursos em tecnologias agroecológicas e  recursos visando o apoio  de Sindicatos ligados a CONTAG , Associações ligadas a área, além das instituições governamentais de modo a incentivar aos pequenos agricultores e garantir apoio em todas as fases de produção."
Desenvolvimento Agrário e Agricultura Familiar,"Desburocratizar e facilitar o acesso do agricultor familiar, seja urbano ou não, aos direitos de crédito rural e a outros direitos sociais. ","Desburocratizar o acesso aos programas e criar mecanismos que facilitem o acesso do agricultor familiar aos direitos de crédito rural e a outros direitos sociais. Facilitar o acesso ao registros CAF ou DAP. Facilitar também o acesso ao Pronaf. Criam-se uma série de exigências e não facilitam o acesso. Entender que a agricultura familiar  é fundamental para melhorar  e baratear a alimentação da população brasileira. 
(PROPOSTA CONSTRUÍDA NO GRUPO DE  WHATSAPP DO JORNAL O MANGUINHO) 
Manguinhos."
Meio Ambiente e Mudança do Clima,Construção de abrigos públicos para animais em situação de abandono,"No Brasil existem milhões de animais, principalmente, cães e gatos, em situação de abandono, dependendo da doação de voluntários. É preciso criar um Programa que acolha, cuide e forneça atendimento médico-veterinário, alimentar, castração ´para a tentativa de controle populacional desses animais. Em algumas cidades, os animais em situação de rua, além de estarem à mercê de doenças e outros males, também causam muitos problemas, tais como acidentes de trânsito. Por isso, a urgência em resolver."
Educação,Ponte para a universidade pública ,"Estabelecer parcerias com cursinhos pré-vestibulares visando destinação de bolsas integrais para preparar jovens negros/as para as seleções em cursos de universidades públicas nas instâncias municipal, estadual e federal"
Cultura,Bolsa literatura,"Mensalmente o governo federal, envia para as famílias que utilizam programas sociais, um quite com até cinco livros de acordo com a idade das crianças. E depois, promove uma gincana na internet sobre os livros distribuídos, que devem ser o mesmo título para todos os participantes, mudando apenas no núcleo familiar."
Desenvolvimento Agrário e Agricultura Familiar,"Programa ""Soberania Alimentar na Amazônia""","Adaptar o Programa de Aquisição de Alimentos (PPA) à população agrícola, ribeirinha, quilombola, indígena e imigrante da Amazônia, potencializando seus saberes tradicionais, alimentos orgânicos, saudáveis e de fácil aquisição e fortalecer sua dinâmica produtiva para todo o Brasil e nos mercados externos. Possibilitar a essas populações a ampliação do trabalho, renda, investimentos, gerando
elevação do PIB estadual dos entes federativos participantes."
Cultura,Alfabetização digital em bibliotecas públicas ,"Programa de muito sucesso no Chile, o governo federal faz parceria com alguns empresa privada de tecnologia, disposta a fazer salas de alfabetização digital, com em competência informacional. De como o usuário pode acessar, pesquisar e recuperar uma informação. Aprendizado para quem também não tem noção de tecnologia computacional. Tudo isso a partir de uma biblioteca pública com bibliotecário. A empresa além da sala será responsável pelas máquinas, rede 5g, manutenção e pagando de professores."
