Categoria,Texto
Integração e Desenvolvimento Regional,"Oportunidade de Transformar Sonhos em realidade na sua cidade.. Criar uma uma Célula dentro da secretária de cidadania federal desligada dos municípios em cada Cidade Brasileira,regida pelo Governo Federal, para que não aja  interferência municipal por partes dos prefeitos, retirando qualquer interferência e manipulação municipal.
Realizando um pré cadastro online de cada sonhador brasileiro que tem em vista 
melhoria de vida para si e forte contribuição para o desenvolvimento da sua cidade. Selecionando os melhores sonhos, e realizando Intrevista presencial"
"Desenvolvimento e Assistência Social, Família e Combate à Fome","Melhorias para o desenvolvimento social . No momento a situação atual do nosso país e o municipio esta a desejar em relação a melhorias para o desenvolvimento social .
Começando aos menos favorecidos da classe de pessoas pobres e de baixa renda .
É necessario meios para alcansar e promover ações sociais que venham garantir a população um respaldo ,e que faça essas pessoas dignas e tambem incluidas na sociedade de um modo geral ,gerando empregos ,acompanhando de perto o seu desenvolvimento ."
Pesca e Aquicultura,"Proibição de pesca de tubarões e raias . Essas espécies são predadores topos de cadeia alimentar, equilibrando a cadeia marinha. A sobrepesca ameaça sua existência, afetando a saúde dos oceanos e o equilíbrio climático. A proibição visa evitar a exploração insustentável e conscientizar sobre os impactos negativos. Alternativas sustentáveis devem ser incentivadas. Proteger tubarões e raias é garantir a saúde dos oceanos e a preservação do planeta."
Transportes,"Criação da Malha de Trem da Serra Gaúcha. Revitalização e ampliação da malha ferroviária existente na região da Serra Gaúcha. Um complexo ferroviário na região seria um importante passo para o desenvolvimento, transporte de cargas e passageiros. Teria impacto positivo na indústria, comércio e turismo."
Gestão e Inovação em Serviços Públicos,"Resstruturação da carreira Pcctae. Racionalização dos cargos
Auxiliar Administrativo passar para Assistente em Administração"
Justiça e Segurança Pública,"Câmeras em todos forças brasileira . Assim evitando abusos de altoridade, como manipulação de fragrante e com essas imagens termos um julgamento mais justo e sem erros"
Pesca e Aquicultura,"Campanha: Cação é tubarão. A carne de cação é obtida de forma insustentável, sem pesca de espécies-alvo. Dessa forma, diversas espécies de tubarão são consumidas, até mesmo as que são protegidas por lei. Esses peixes ocupam posições elevadas na cadeia alimentar marinha, acumulando metais pesados e toxinas em seus tecidos, como o mercúrio. O consumo dessas espécies pode levar à ingestão dessas substâncias prejudiciais, que podem causar danos à saúde, especialmente em grupos vulneráveis, como gestantes e crianças."
Meio Ambiente e Mudança do Clima,"Implementação de iluminação amigável às tartarugas marinhas em construções costeiras. As tartarugas marinhas possuem uma forte fotossensibilidade e são atraídas pela luz artificial das construções costeiras durante o período de desova, o que pode resultar em desorientação, encalhes e até mesmo a morte desses animais. Ao reduzir ou eliminar a luz artificial que atrai as tartarugas marinhas, podemos minimizar os riscos de desorientação e encalhe, permitindo que elas sigam seu ciclo reprodutivo natural e contribuam para a preservação da biodiversidade marinha."
Saúde, Carga horária de 30hs . Lei das 30 hs da enfermagem e equiparação  do piso a está carga horária
Educação,"Esportes nas escolas para as crianças . Com os esportes nas escolas vai ser uma forma de atrair as crianças como uma atividade obrigatória, ter notas boas nas disciplinas normais e ter essa participação nas atividades esportivas, podendo a criança se conhecer e mostrar seus talentos. Com isso diminuindo a evasão escolar."
Minas e Energia,"Estratégias para a descarbonização da indústria da construção civil. Fomentar a construção de um marco regulatório nacional e novas normativas técnicas por parte do mercado, que contribuam para que a indústria da construção civil , siga a tendência mundial quanto a descarbonização de seus produtos e atividades ,contribuindo assim com a redução das emissões de gás carbônico e gases de efeito estufa (GEE) na atmosfera."
Transportes,"Pavimentação da RS441 Nova Prata/RS  à Vista Alegre do Prata/RS.. Asfalto já nesse trecho tão vital para os moradores q a anos convivem com poeira, lama e  etc... Importante ligação com Guaporé/RS,  donde se ligará com a RS129 sentido Casca/RS ou Lajeado/RS Vale do Taquari."
Transportes,"Duplicação  da BR 304. Duplicação  da BR 304, Trecho entre Natal e divisa  com o Ceará"
Saúde,"Centro de Referência Pessoas com Aspecto Autista(CRPAA) a criação de Centros de Referência para atendimento as famílias. Conforme veêm sendo observado, o número de crianças com transtorno do espectro autista tem aumentado. 
E pensando nessa questão, quantas são às famílias em situação de vulnerabilidade que descobre o diagnóstico e com isso, abala a saúde emocional do cuidador responsivo(mãe, pai, outros) fortalecer o trabalho intersetorial( saúde, educação, assistência social, dentre outras poli´ticas públicas."
Educação,"Educação transformadora - Nova didática educacional - Como lidar com as dificuldades de aprendizagem e evasão escolar . Objetivo é que o professor conduza a turma como a comunidade, para que os relacionamentos de companheirismo se desenvolvam. 
Os alunos do ensino fundamental, passam a seguir aulas exclusivas de leitura, escrita e cálculos voltados para economia doméstica, tecnologia, língua estrangeira e computação. No ensino médio senior o acadêmico é direciona as disciplinas dando-lhe a oportunidade de escolher  específicas voltadas a  profissionalização, sendo avaliado por conduta do aluno e notas."
Igualdade Racial,"Participação popular. Tendo já votado pelos programas de governo relativos a integração racial, pergunto: além de votar e propor, temos condições de sermos recebidos para discutir nossas propostas relativas ao tema? Também sabemos pensar e estamos animados a fazê-lo. Agradeço a atenção."
"Desenvolvimento e Assistência Social, Família e Combate à Fome","Assecibilidade a moradia . Dar prioridade as pessoas que recebe o bolsa família a ter direito de moradia no programa minha casa e minha vida, como assim tirando da responsabilidade das prefeituras e redirecionando para o mistério da cidadania e caixa econômica pra ver se assim agente tenha mais oportunidades  a casa própria por que do jeito que é feito somos os últimos da fila uma fila que só cresce justamente pela dificuldade que é das pessoas que realmente precisa não ser contemplado de fato."
"Desenvolvimento e Assistência Social, Família e Combate à Fome",Piso dos fiscais em vigilância sanitária . Pl 1126 para criação do piso salarial  dos fiscais em vigilância sanitária
Cidades,"Moradia digna e de baixo custo.. Temos um grande deficit de moradia para a população mais pobre.
Sei que existem varias formas de baratiar sem perder a qualidade das construções de casas. Se forem feitos acordos com a população para que trabalhassem juntos com o poder público conseguiriamos reduzir que muita gente more em local de risco com o minimo de saneamento."
Saúde,Piso da enfermagem . Libera o piso da enfermagem
Mulheres,Água no Nordeste. Incientivo as pessoas que não tem acesso a agua
Mulheres,"Aposentadoria especial para as mulheres  60 anos. Nós  mulheres temos muitas jornadas no dia dia  e ainda vamos  para  o trabalho fora para contribuir com mais uma renda em casa, chegamos  cansada  mas mesmo assim  cuidamos  com maestria  nosso papel de mãe, esposa,dona de casa ,ficamos cansada  sim, mas somos guerreiras ,Governo  estuda essa proposta  ,para que juntas podemos desfrutar  de uma velhice  tranquila"
Direitos Humanos e Cidadania,"Triste realidade . Cabe a prefeitura verificar todos os pontos de alagamento das cidades. Sou de Sorocaba enfrento essa triste realidade em tempos de chuva o medo toma conta quando a água começa a subir o nível dentro de casa. É assustador acredito no nosso Brasil. Que vamos para de sofrer com alagamento quando todos se reunirem em prol ao nosso problema. Ajude nos a ter nossos móveis e imóveis intactos com a tristeza do alagamento, também pela nossa saúde.. juntos seremos vencedores se de fato for resolvido obrig"
Previdência Social,Comissão contra o inss. Proposta de uma comissão contra o inss por servidores negar benefícios mesmos com provas e laudos além de servidores da autarquia não servir bem ao público que não tem onde recorrer tendo muitos brasileiros perdendo a vida por causa do inss então Proposta de comissão contra o inss não atender a população bem e negar benefícios a quem precisa com maus tratos dos servidores
Transportes,"Infraestrutura de qualidade nas universidades federais paulista. Como aluno da Universidade Federal de São Paulo, conheço a necessidade de um campus que supra a demanda de alunos, que a muito tempo mantém a universidade nos top rankings nacionais e globais. Necessitamos de melhora na infraestrutura e professores de ponta nos campus, principalmente com enfoque nos campus osasco e zona leste."
Educação,"Investimento tecnológico nas escolas da rede pública . Equipar escolas públicas de modo a permitir que os alunos tenham acesso além das matérias convencionais, a matérias como informática, programação, robótica ."
